ID,Date
1499,3/5/2023
1500,6/27/2022
1501,11/14/2021
1502,2/11/2021
1503,12/1/2022
1504,1/29/2023
1505,7/17/2023
1506,6/15/2022
1507,1/13/2022
1508,1/31/2023
1509,1/5/2023
1510,11/3/2022
1511,4/27/2021
1512,1/31/2022
1513,11/17/2021
1514,7/18/2023
1515,1/23/2021
1516,4/9/2022
1517,4/2/2023
1518,2/25/2022
1519,5/22/2022
1520,9/9/2022
1521,4/5/2023
1522,2/6/2022
1523,9/26/2021
1524,4/30/2023
1525,2/28/2023
1526,8/31/2021
1527,5/29/2021
1528,6/29/2022
1529,12/19/2022
1530,12/24/2021
1531,1/11/2021
1532,3/31/2021
1533,7/31/2022
1534,7/27/2023
1535,2/5/2022
1536,12/8/2022
1537,4/12/2021
1538,9/25/2023
1539,11/20/2023
1540,9/4/2021
1541,4/9/2023
1542,11/21/2022
1543,9/14/2022
1544,4/19/2021
1545,3/4/2021
1546,7/15/2021
1547,11/25/2021
1548,4/2/2023
1549,6/28/2022
1550,3/19/2021
1551,10/24/2021
1552,4/16/2021
1553,12/26/2020
1554,5/23/2023
1555,9/18/2021
1556,1/8/2022
1557,7/1/2023
1558,6/24/2022
1559,5/15/2021
1560,7/2/2022
1561,9/1/2022
1562,2/25/2022
1563,8/14/2023
1564,10/14/2022
1565,2/10/2022
1566,6/26/2021
1567,7/10/2022
1568,4/6/2023
1569,12/22/2021
1570,5/25/2023
1571,11/4/2023
1572,4/1/2022
1573,7/16/2023
1574,8/16/2021
1575,3/13/2023
1576,6/2/2023
1577,6/26/2023
1578,12/3/2022
1579,6/7/2022
1580,5/28/2021
1581,1/19/2021
1582,6/19/2023
1583,5/13/2022
1584,1/24/2023
1585,12/16/2020
1586,4/11/2021
1587,12/31/2020
1588,1/9/2021
1589,3/13/2021
1590,2/12/2021
1591,7/13/2021
1592,5/30/2021
1593,5/31/2022
1594,11/30/2023
1595,4/21/2023
1596,10/26/2023
1597,3/19/2022
1598,10/25/2022
1599,3/10/2022
1600,4/23/2023
1601,10/7/2022
1602,11/20/2023
1603,1/22/2023
1604,3/24/2022
1605,6/1/2022
1606,7/29/2021
1607,7/28/2021
1608,9/24/2021
1609,7/4/2021
1610,10/8/2023
1611,9/18/2023
1612,4/24/2023
1613,8/24/2022
1614,2/8/2021
1615,2/20/2023
1616,4/15/2023
1617,6/1/2022
1618,6/21/2021
1619,3/18/2021
1620,6/19/2022
1621,5/8/2023
1622,10/7/2021
1623,3/31/2023
1624,7/7/2021
1625,12/24/2020
1626,10/27/2023
1627,7/22/2021
1628,7/10/2022
1629,4/9/2021
1630,6/30/2023
1631,6/5/2023
1632,10/22/2022
1633,7/23/2021
1634,12/26/2021
1635,3/9/2023
1636,8/24/2023
1637,2/15/2021
1638,2/18/2023
1639,5/25/2022
1640,2/6/2022
1641,8/3/2023
1642,3/9/2021
1643,1/2/2022
1644,8/18/2022
1645,2/21/2021
1646,10/26/2023
1647,10/14/2021
1648,9/18/2023
1649,4/19/2022
1650,1/16/2021
1651,2/14/2021
1652,1/18/2021
1653,9/7/2022
1654,11/12/2021
1655,12/25/2020
1656,5/12/2021
1657,8/20/2022
1658,9/20/2021
1659,12/29/2021
1660,8/19/2021
1661,5/22/2021
1662,2/22/2021
1663,9/14/2023
1664,11/12/2021
1665,1/16/2021
1666,9/8/2022
1667,1/28/2022
1668,9/15/2021
1669,12/8/2021
1670,10/19/2021
1671,6/17/2022
1672,3/10/2022
1673,6/19/2021
1674,10/10/2022
1675,11/16/2022
1676,9/28/2023
1677,9/17/2023
1678,7/2/2021
1679,6/12/2022
1680,7/4/2022
1681,12/11/2022
1682,8/14/2022
1683,11/30/2022
1684,11/5/2022
1685,10/17/2021
1686,10/11/2023
1687,3/25/2021
1688,11/1/2023
1689,11/22/2021
1690,9/7/2023
1691,12/17/2021
1692,2/27/2023
1693,9/2/2022
1694,2/21/2022
1695,3/17/2022
1696,5/12/2021
1697,12/16/2020
1698,12/31/2022
1699,1/20/2021
1700,11/1/2023
1701,5/23/2022
1702,6/6/2022
1703,10/24/2023
1704,10/16/2023
1705,1/22/2023
1706,12/11/2021
1707,5/26/2023
1708,2/19/2023
1709,3/5/2022
1710,9/18/2023
1711,8/30/2022
1712,11/1/2023
1713,8/18/2023
1714,9/27/2023
1715,3/24/2021
1716,4/27/2021
1717,3/27/2022
1718,1/28/2023
1719,6/6/2021
1720,6/3/2021
1721,3/16/2021
1722,5/16/2021
1723,3/2/2023
1724,8/20/2021
1725,4/29/2022
1726,4/20/2022
1727,8/24/2021
1728,6/19/2023
1729,2/14/2023
1730,7/26/2022
1731,11/14/2021
1732,6/21/2022
1733,10/6/2023
1734,9/1/2021
1735,1/16/2023
1736,12/10/2021
1737,12/1/2021
1738,10/17/2022
1739,10/19/2021
1740,5/2/2022
1741,8/29/2021
1742,6/19/2023
1743,1/17/2022
1744,6/17/2022
1745,3/25/2023
1746,10/14/2022
1747,3/1/2022
1748,5/30/2021
1749,1/19/2021
1750,4/22/2021
1751,5/8/2021
1752,7/30/2022
1753,3/7/2022
1754,3/20/2023
1755,2/2/2021
1756,7/23/2021
1757,10/16/2023
1758,8/9/2021
1759,2/7/2022
1760,8/6/2023
1761,10/13/2022
1762,5/9/2022
1763,5/3/2023
1764,6/6/2021
1765,8/1/2022
1766,12/2/2023
1767,11/9/2022
1768,1/27/2021
1769,1/10/2023
1770,8/25/2023
1771,1/19/2022
1772,8/1/2023
1773,1/6/2023
1774,9/12/2021
1775,3/22/2021
1776,2/12/2022
1777,6/20/2022
1778,7/10/2021
1779,5/31/2023
1780,1/15/2022
1781,5/16/2022
1782,3/7/2022
1783,1/7/2021
1784,11/15/2023
1785,2/12/2021
1786,1/30/2022
1787,9/12/2023
1788,9/20/2021
1789,8/10/2023
1790,7/4/2022
1791,10/18/2022
1792,12/13/2020
1793,10/3/2023
1794,6/26/2022
1795,9/27/2023
1796,12/3/2022
1797,7/18/2023
1798,3/7/2022
1799,2/19/2022
1800,12/29/2020
1801,3/26/2022
1802,5/8/2022
1803,12/5/2022
1804,9/26/2021
1805,10/18/2022
1806,10/15/2021
1807,8/3/2021
1808,6/11/2023
1809,3/8/2021
1810,2/13/2022
1811,12/18/2021
1812,1/31/2023
1813,4/7/2021
1814,2/20/2021
1815,4/20/2023
1816,10/11/2021
1817,1/16/2021
1818,3/20/2023
1819,9/15/2021
1820,2/26/2023
1821,9/17/2022
1822,6/28/2021
1823,7/4/2021
1824,3/27/2022
1825,3/22/2021
1826,4/30/2023
1827,8/22/2023
1828,12/15/2021
1829,6/2/2021
1830,10/3/2022
1831,2/11/2022
1832,5/16/2021
1833,10/13/2022
1834,4/27/2021
1835,1/24/2022
1836,9/3/2023
1837,7/25/2023
1838,7/11/2023
1839,12/10/2020
1840,5/13/2021
1841,11/28/2021
1842,7/10/2022
1843,1/12/2022
1844,7/8/2023
1845,9/14/2021
1846,10/7/2022
1847,6/23/2022
1848,5/21/2021
1849,5/14/2023
1850,8/9/2021
1851,8/26/2021
1852,1/21/2023
1853,7/24/2023
1854,8/7/2023
1855,1/24/2022
1856,9/12/2021
1857,6/15/2023
1858,10/27/2021
1859,9/30/2021
1860,7/27/2022
1861,6/28/2021
1862,7/3/2021
1863,11/24/2023
1864,1/6/2021
1865,2/18/2022
1866,12/13/2022
1867,12/10/2022
1868,11/29/2023
1869,4/29/2023
1870,9/21/2022
1871,11/5/2023
1872,4/15/2022
1873,3/14/2023
1874,7/9/2023
1875,7/4/2022
1876,9/26/2021
1877,6/13/2021
1878,1/17/2021
1879,8/30/2021
1880,8/8/2022
1881,11/6/2021
1882,11/17/2023
1883,1/29/2023
1884,5/4/2021
1885,11/12/2021
1886,8/10/2023
1887,9/18/2022
1888,6/28/2022
1889,9/19/2022
1890,1/30/2021
1891,6/23/2023
1892,9/2/2022
1893,5/28/2021
1894,1/9/2023
1895,11/9/2023
1896,2/11/2021
1897,1/31/2022
1898,11/7/2021
1899,5/16/2021
1900,2/21/2023
1901,5/7/2022
1902,1/6/2022
1903,5/7/2022
1904,4/13/2021
1905,9/26/2022
1906,1/24/2021
1907,10/24/2021
1908,3/6/2021
1909,11/23/2023
1910,9/5/2021
1911,8/25/2021
1912,1/10/2022
1913,7/7/2021
1914,1/13/2022
1915,7/12/2022
1916,5/13/2023
1917,11/25/2023
1918,10/22/2022
1919,12/16/2021
1920,4/21/2022
1921,2/8/2022
1922,9/22/2022
1923,5/14/2022
1924,7/14/2023
1925,2/7/2023
1926,6/23/2022
1927,2/12/2022
1928,3/3/2023
1929,6/3/2023
1930,2/26/2022
1931,10/29/2021
1932,10/1/2021
1933,1/4/2021
1934,4/4/2021
1935,11/11/2022
1936,10/3/2023
1937,1/13/2023
1938,2/25/2021
1939,8/28/2021
1940,2/5/2022
1941,5/30/2021
1942,3/17/2022
1943,11/5/2022
1944,8/3/2023
1945,11/7/2023
1946,3/5/2021
1947,2/11/2021
1948,11/21/2021
1949,3/17/2022
1950,10/21/2023
1951,1/20/2023
1952,10/28/2023
1953,9/17/2022
1954,11/8/2023
1955,6/10/2022
1956,12/26/2020
1957,8/27/2022
1958,4/17/2023
1959,3/11/2023
1960,1/23/2023
1961,1/14/2022
1962,10/1/2022
1963,8/6/2023
1964,12/9/2022
1965,12/5/2021
1966,2/17/2022
1967,7/16/2022
1968,4/18/2023
1969,1/5/2023
1970,3/6/2023
1971,9/6/2023
1972,6/23/2022
1973,11/8/2021
1974,3/28/2022
1975,5/19/2021
1976,5/23/2022
1977,11/26/2023
1978,7/20/2021
1979,4/6/2022
1980,5/15/2022
1981,12/29/2021
1982,8/13/2023
1983,2/16/2023
1984,6/28/2022
1985,1/13/2021
1986,6/20/2023
1987,8/26/2023
1988,8/21/2023
1989,5/22/2022
1990,10/27/2021
1991,11/3/2022
1992,10/27/2021
1993,12/12/2020
1994,3/21/2021
1995,4/1/2021
1996,5/26/2022
1997,10/1/2022
1998,1/10/2021
1999,7/6/2023
2000,12/20/2021
